ADDRESS,ADMIN_DIST,ATS_CODE,BORO,BORONUM,City,FAX,GEO_DISTRI,GRADES,LOC_CODE,MANAGED_BY,PRINCIPAL,PRIN_PH,SCHOOLNAME,SCH_TYPE,STATE_CODE,ZIP,geometry,lat,lon,index_right,index,uhf34,mood1,mood2,mood3,mood4,mood5,mood6,agg_mood,nspd,Total Enrollment
240 2 AVENUE,2.0,02M575 ,M,1.0,MANHATTAN,212-353-1673,2,"10,11,12,SE",M575,1.0,MICHAEL TOISE,212-353-2010,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,High school,NY,10003,POINT (-73.98433603588043 40.7326994232301),40.7326994232,-73.9843360359,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,745.0
26 BROADWAY,2.0,02M580 ,M,1.0,MANHATTAN,212-427-8069,2,"09,10,11,12,SE",M580,1.0,DAVID RAUBVOGEL,212-722-5240,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,High school,NY,10128,POINT (-74.01297455017796 40.70563924481952),40.7056392448,-74.0129745502,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,532.0
2-10 ASTOR PLACE,2.0,02M586 ,M,1.0,MANHATTAN,212-674-8650,2,"09,10,11,12,SE",M586,1.0,ALAN NOLAN,212-477-1555,HARVEY MILK HIGH SCHOOL,High school,NY,10003,POINT (-73.99240064531435 40.72981842984989),40.7298184298,-73.9924006453,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,61.0
225 WEST  24 STREET,2.0,02M600 ,M,1.0,MANHATTAN,212-255-4756,2,"09,10,11,12,SE",M600,1.0,Daryl Blank,212-255-1235,"HIGH SCHOOL OF FASHION INDUSTRIES, THE",High school,NY,10011,POINT (-73.99644634510784 40.74555697646164),40.7455569765,-73.9964463451,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,1798.0
351 WEST  18 STREET,2.0,02M605 ,M,1.0,MANHATTAN,212-929-4445,2,"09,10,11,12,SE",M605,1.0,JULIE CONASON,212-929-4433,HUMANITIES PREPARATORY ACADEMY,High school,NY,10011,POINT (-74.00246546368318 40.74321565493945),40.7432156549,-74.0024654637,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,209.0
105 EAST 106 STREET,4.0,04M610 ,M,1.0,MANHATTAN,212-289-7728,4,"06,07,08,09,10,11,12",M610,1.0,ALTHEA BRADSHAW-TYSON,212-289-7593,YOUNG WOMEN'S LEADERSHIP SCHOOL,Secondary School,NY,10029,POINT (-73.94715747998643 40.79291032093958),40.7929103209,-73.94715748,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,491.0
131 AVENUE OF THE AMERICAS,2.0,02M615 ,M,1.0,MANHATTAN,212-941-7934,2,"09,10,11,12,SE",M615,1.0,BRIAN ROSENBLOOM,212-925-1080,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,High school,NY,10013,POINT (-74.00487418464421 40.72452135534705),40.7245213553,-74.0048741846,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,435.0
439 WEST 49TH STREET,2.0,02M625 ,M,1.0,MANHATTAN,212-265-1552,2,"09,10,11,12,SE",M625,1.0,JEROD RESNICK,212-245-5925,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,High school,NY,10019,POINT (-73.99088853436328 40.76365086238323),40.7636508624,-73.9908885344,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,144.0
1075 SECOND AVENUE,2.0,02M630 ,M,1.0,MANHATTAN,212-752-4945,2,"09,10,11,12,SE",M630,1.0,ERIC STRAUSS,212-752-4340,ART AND DESIGN HIGH SCHOOL,High school,NY,10022,POINT (-73.96586560195756 40.75907896892216),40.7590789689,-73.965865602,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,1442.0
321 EAST  96 STREET,79.0,79M645 ,M,1.0,MANHATTAN,212-876-9290,2,"11,12",M645,1.0,JOHN WIDLUND,212-369-8800,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,High school,NY,10128,POINT (-73.94547976482797 40.78402969296027),40.784029693,-73.9454797648,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,577.0
198 FORSYTH STREET,1.0,01M650 ,M,1.0,MANHATTAN,646-654-1742,1,"09,10,11,12",M650,1.0,PAUL ROTONDO,646-654-1261,CASCADES HIGH SCHOOL,High school,NY,10002,POINT (-73.99051717808568 40.72228680440021),40.7222868044,-73.9905171781,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,233.0
320 EAST  96 STREET,2.0,02M655 ,M,1.0,MANHATTAN,212-348-4293,2,"06,07,08,09,10,11,12,SE",M655,1.0,GENEVIEVE STANISLAUS,212-348-1694,LIFE SCIENCES SECONDARY SCHOOL,Secondary School,NY,10128,POINT (-73.94590042008832 40.78330470209375),40.7833047021,-73.9459004201,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,616.0
200-214 WEST 135TH STREET,5.0,05M670 ,M,1.0,NEW YORK,212-283-8109,5,"06,07,08,09,10,11,12,SE",M670,1.0,Sandye Johnson,212-283-8055,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,Secondary School,NY,10030,POINT (-73.94421655751317 40.8152453583311),40.8152453583,-73.9442165575,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,549.0
1680 LEXINGTON AVENUE,4.0,04M680 ,M,1.0,MANHATTAN,212-828-2861,4,"09,10,11,12,SE",M680,1.0,LUIS ALBERTO DUANY,212-828-2858,"HERITAGE SCHOOL, THE",High school,NY,10029,POINT (-73.94681054397537 40.79198372221168),40.7919837222,-73.946810544,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,335.0
6 EDGECOMBE AVENUE,5.0,05M685 ,M,1.0,MANHATTAN,212-926-4317,5,"09,10,11,12,SE",M685,1.0,RODNEY LOFTON,212-926-4152,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,High school,NY,10030,POINT (-73.94713931285689 40.81745261524294),40.8174526152,-73.9471393129,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,29.0
525 EAST HOUSTON STREET,1.0,01M696 ,M,1.0,MANHATTAN,212-777-4702,1,"09,10,11,12",M696,1.0,Michael Lerner,212-995-8479,BARD HIGH SCHOOL EARLY COLLEGE,High school,NY,10002,POINT (-73.97607537097602 40.71827664500028),40.718276645,-73.976075371,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,535.0
125 WEST 115 STREET,84.0,84M702,M,1.0,MANHATTAN,212-866-5793,3,"0K,01,02,03,04,05",M702,2.0,Dawn Cejas,212-663-8216,SISULU-WALKER CHARTER SCHOOL,Elementary,NY,10026,POINT (-73.95138704307428 40.80204566081535),40.8020456608,-73.9513870431,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,239.0
1 EAST 104 STREET,84.0,84M704,M,1.0,MANHATTAN,212-360-7429,4,"01,02,03,04,05,06,07,08,SE",M704,2.0,Joanne Hunt,212-427-2244,HARBOR SCIENCES AND ARTS CHARTER SCHOOL,K-8,NY,10029,POINT (-73.95150172290181 40.79299979343018),40.7929997934,-73.9515017229,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,260.0
220 EAST 106 STREET,84.0,84M705,M,1.0,MANHATTAN,212-534-6225,4,"0K,01,02,03,04,05",M705,2.0,Vasthi Acosta,212-534-9667,AMBER CHARTER SCHOOL,Elementary,NY,10029,POINT (-73.94389955265481 40.79094995695301),40.790949957,-73.9438995527,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,475.0
17 BATTERY PLACE,84.0,84M707,M,1.0,MANHATTAN,212-635-3874,2,"09,10,11,12",M707,2.0,Ron Tabano/Marc Donald,212-209-6006,JOHN V. LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,High school,NY,10004,POINT (-74.01609228411179 40.70531731440432),40.7053173144,-74.0160922841,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,485.0
240 EAST 123 STREET,84.0,84M708,M,1.0,MANHATTAN,212-876-9926,4,"0K,01,02,03,04,05",M708,2.0,Curtis Palmore,212-876-9953,HARLEM DAY CHARTER SCHOOL,Elementary,NY,10035,POINT (-73.93509316794824 40.80148154602193),40.801481546,-73.9350931679,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,693.0
244 WEST 144 STREET,84.0,84M709,M,1.0,MANHATTAN,646-548-9576,5,"05,06,07,08,09,10,11,12",M709,2.0,Laurie Warner/Ray Ankrum,646-812-9300,HARLEM VILLAGE ACADEMY CHARTER SCHOOL,Secondary School,NY,10030,POINT (-73.94081335038624 40.821277542331),40.8212775423,-73.9408133504,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,897.0
113 EAST  4TH STREET,75.0,75M751 ,M,1.0,MANHATTAN,212-228-7095,1,"08,09,10,11,12,SE",M751,1.0,EWA ASTERITA,212-477-2090,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,High school,NY,10003,POINT (-73.98788842841795 40.72571968834872),40.7257196883,-73.9878884284,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,192.0
466 WEST END AVENUE,75.0,75M811 ,M,1.0,MANHATTAN,212-579-3879,3,"PK,0K,01,02,03,04,05,06,07,08,SE",M811,1.0,BARRY DAUB,212-579-3788,P.S. M811 - MICKEY MANTLE SCHOOL,K-8,NY,10024,POINT (-73.97935561176614 40.78633414322911),40.7863341432,-73.9793556118,18.0,19.0,19.0,4.27552275523,4.20541205412,4.15129151292,4.53078817734,3.93849938499,4.65270935961,5.7922663465,3.85069142249,354.0
260 PLEASANT AVENUE,4.0,04M825 ,M,1.0,MANHATTAN,212-987-4197,4,"06,07,08,SE",M825,1.0,LISA NELSON,212-860-6006,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Junior High-Intermediate-Middle,NY,10029,POINT (-73.93309981028241 40.79437543951286),40.7943754395,-73.9330998103,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,233.0
600 EAST  6 STREET,1.0,01M839 ,M,1.0,MANHATTAN,212-979-1341,1,"06,07,08,SE",M839,1.0,SONHANDO ESTWICK,212-995-1430,TOMPKINS SQUARE MIDDLE SCHOOL,Junior High-Intermediate-Middle,NY,10009,POINT (-73.98105228738767 40.72398757511909),40.7239875751,-73.9810522874,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,371.0
215 WEST 114 STREET,3.0,03M860 ,M,1.0,MANHATTAN,212-865-9281,3,"06,07,08,09,10,11,12,SE",M860,1.0,Osei Owusu-Afriyie,212-865-9260,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Secondary School,NY,10026,POINT (-73.9540268625217 40.8025387105847),40.8025387106,-73.9540268625,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,390.0
134 WEST 122 STREET,84.0,84M861,M,1.0,MANHATTAN,212-666-2749,3,"0K,01,02,03,04,05,06,07,08",M861,2.0,Peter Anderson,212-678-2868,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,K-8,NY,10027,POINT (-73.94811089918704 40.80609814985836),40.8060981499,-73.9481108992,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,382.0
234 WEST 109 STREET,3.0,03M862 ,M,1.0,MANHATTAN,212-222-0560,3,"06,07,08,SE",M862,1.0,ANA DE LOS SANTOS,212-678-2960,MOTT HALL II,Junior High-Intermediate-Middle,NY,10025,POINT (-73.96581531076005 40.80257660334605),40.8025766033,-73.9658153108,18.0,19.0,19.0,4.27552275523,4.20541205412,4.15129151292,4.53078817734,3.93849938499,4.65270935961,5.7922663465,3.85069142249,345.0
19 EAST 103 STREET,4.0,04M964 ,M,1.0,MANHATTAN,212-410-6041,4,"PK,0K,01,02,03,04,05,SE",M964,1.0,NAOMI SMITH,212-860-5992,CENTRAL PARK EAST II,Elementary,NY,10029,POINT (-73.95159437432464 40.79238174049513),40.7923817405,-73.9515943743,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,346.0
75-10 21 AVENUE,30.0,30Q002 ,Q,4.0,QUEENS,718-274-4332,30,"0K,01,02,03,04,05,SE",Q002,1.0,JOSEPH TADDEO,718-728-1459,P.S. 002 ALFRED ZIMBERG,Elementary,NY,11370,POINT (-73.89427738548065 40.77009425276283),40.7700942528,-73.8942773855,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,593.0
196-25 PECK AVENUE,75.0,75Q004 ,Q,4.0,QUEENS,718-264-1205,26,"PK,0K,01,02,03,04,05,06,07,SE",Q004,1.0,MARCY BERGER,718-264-0916,P.S. Q004,K-12 all grades,NY,11365,POINT (-73.77860072553 40.74183064882799),40.7418306488,-73.7786007255,30.0,31.0,31.0,4.51473296501,4.38546458142,4.42870285189,4.72493100276,4.15009208103,4.81876724931,9.88463862698,10.0,425.0
50-40 JACOBUS STREET,24.0,24Q005 ,Q,4.0,QUEENS,718-429-6518,24,"06,07,08,SE",Q005,1.0,Michael Dantona,718-205-6788,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,Junior High-Intermediate-Middle,NY,11373,POINT (-73.88773316314196 40.73754721451259),40.7375472145,-73.8877331631,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1825.0
80-55 CORNISH AVENUE,24.0,24Q007 ,Q,4.0,QUEENS,718-397-7916,24,"0K,01,02,03,SE",Q007,1.0,SARA TUCCI,718-446-2726,P.S. 007 LOUIS F. SIMEONE,Elementary,NY,11373,POINT (-73.88248849763676 40.73940651324114),40.7394065132,-73.8824884976,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1017.0
108-35 167 STREET,28.0,28Q008 ,Q,4.0,QUEENS,718-526-2727,28,"06,07,08,SE",Q008,1.0,ANGELA GREEN,718-739-6883,J.H.S. 008 RICHARD S. GROSSLEY,Junior High-Intermediate-Middle,NY,11433,POINT (-73.78675095740611 40.69697644599144),40.696976446,-73.7867509574,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,370.0
58-74 57 STREET,75.0,75Q009 ,Q,4.0,QUEENS,718-456-5977,24,"0K,01,02,03,04,05,06,07,08,09,SE",Q009,1.0,ROBERT WOJNAROWSKI,718-456-7105,P.S. 009,K-12 all grades,NY,11378,POINT (-73.91233793984772 40.71832639726549),40.7183263973,-73.9123379398,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,655.0
45-11 31ST AVE,30.0,30Q010 ,Q,4.0,QUEENS,718-274-1578,30,"06,07,08,SE",Q010,1.0,CLEMENTE LOPES,718-278-7054,I.S. 010 HORACE GREELEY,Junior High-Intermediate-Middle,NY,11103,POINT (-73.91249122570709 40.75949129850712),40.7594912985,-73.9124912257,19.0,20.0,20.0,4.57111111111,4.11168639053,4.30029585799,4.73076923077,4.23281596452,4.78518518519,8.94092832017,9.86218286067,790.0
54-25 SKILLMAN AVENUE,30.0,30Q011 ,Q,4.0,QUEENS,718-458-6362,30,"0K,01,02,03,04,05,06,SE",Q011,1.0,ANNA EFKARPIDES,718-779-2090,P.S. 011 KATHRYN PHELAN,Elementary,NY,11377,POINT (-73.90907439389127 40.74558240000329),40.7455824,-73.9090743939,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1178.0
42-00 72 STREET,24.0,24Q012 ,Q,4.0,QUEENS,718-424-0207,24,"0K,01,02,03,04,05,SE",Q012,1.0,PATRICIA PERRY,718-424-5905,P.S. 012 JAMES B. COLGATE,Elementary,NY,11377,POINT (-73.89303355869896 40.74231908299446),40.742319083,-73.8930335587,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1281.0
55-01 94 STREET,24.0,24Q013 ,Q,4.0,QUEENS,718-699-3008,24,"0K,01,02,03,04,05,SE",Q013,1.0,Dr. Yvonne Angelastro,718-271-1021,P.S. 013 CLEMENT C. MOORE,Elementary,NY,11373,POINT (-73.86816005277939 40.73763750630819),40.7376375063,-73.8681600528,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1632.0
107-01 OTIS AVENUE,24.0,24Q014 ,Q,4.0,QUEENS,718-699-3224,24,"0K,01,02,03,04,05,SE",Q014,1.0,ROSEMARY SKLAR,718-699-6071,P.S. 014 FAIRVIEW,Elementary,NY,11368,POINT (-73.85433885958028 40.74088244027178),40.7408824403,-73.8543388596,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1768.0
121-15 LUCAS STREET,29.0,29Q015 ,Q,4.0,QUEENS,718-723-7613,29,"0K,01,02,03,04,05,SE",Q015,1.0,Antonio K'Tori,718-525-1670,P.S. 015 JACKIE ROBINSON,Elementary,NY,11413,POINT (-73.75710342110821 40.68601561663542),40.6860156166,-73.7571034211,25.0,26.0,26.0,4.44911690496,4.25356842989,4.28991596639,4.69495798319,4.21596638655,4.72268907563,8.61909274054,8.56385868669,468.0
41-15 104 STREET,24.0,24Q016 ,Q,4.0,QUEENS,718-505-0141,24,"0K,01,02,03,04,05,SE",Q016,1.0,ELAINE IODICE,718-505-0140,P.S. Q016,Elementary,NY,11368,POINT (-73.86083883832049 40.74892386436667),40.7489238644,-73.8608388383,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1707.0
28-37 29 STREET,30.0,30Q017 ,Q,4.0,QUEENS,718-278-8257,30,"PK,0K,01,02,03,04,05,SE",Q017,1.0,CYNTHIA DICKMAN,718-278-1220,P.S. 017 HENRY DAVID THOREAU,Elementary,NY,11102,POINT (-73.92284149063195 40.76826529640345),40.7682652964,-73.9228414906,19.0,20.0,20.0,4.57111111111,4.11168639053,4.30029585799,4.73076923077,4.23281596452,4.78518518519,8.94092832017,9.86218286067,562.0
86-35 235 COURT,26.0,26Q018 ,Q,4.0,QUEENS,718-464-4273,26,"PK,0K,01,02,03,04,05,SE",Q018,1.0,KATHLEEN PEKNIC,718-464-4167,P.S. 018 WINCHESTER,Elementary,NY,11427,POINT (-73.73214672259401 40.73201286785316),40.7320128679,-73.7321467226,25.0,26.0,26.0,4.44911690496,4.25356842989,4.28991596639,4.69495798319,4.21596638655,4.72268907563,8.61909274054,8.56385868669,658.0
98-02 ROOSEVELT AVENUE,24.0,24Q019 ,Q,4.0,QUEENS,718-424-7953,24,"0K,01,02,03,04,05,SE",Q019,1.0,GENIE CALIBAR,718-424-5859,P.S. 019 MARINO JEANTET,Elementary,NY,11368,POINT (-73.86701864775573 40.74905854479307),40.7490585448,-73.8670186478,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,1996.0
142-30 BARCLAY AVENUE,25.0,25Q020 ,Q,4.0,QUEENS,718-358-0762,25,"PK,0K,01,02,03,04,05,SE",Q020,1.0,Victoria Hart,718-359-0321,P.S. 020 JOHN BOWNE,Elementary,NY,11355,POINT (-73.82415862695481 40.75861625256755),40.7586162526,-73.824158627,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,1382.0
147-36 26 AVENUE,25.0,25Q021 ,Q,4.0,QUEENS,718-358-0891,25,"PK,0K,01,02,03,04,05,SE",Q021,1.0,DEBRA BUSZKO,718-445-8833,P.S. 021 EDWARD HART,Elementary,NY,11354,POINT (-73.81860379814054 40.77423289688543),40.7742328969,-73.8186037981,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,1367.0
141-11 HOLLY AVENUE,25.0,25Q024 ,Q,4.0,QUEENS,718-460-3251,25,"0K,01,02,03,04,05,SE",Q024,1.0,LORI GOLAN,718-359-2288,P.S. 024 ANDREW JACKSON,Elementary,NY,11355,POINT (-73.81782965721412 40.7517378425843),40.7517378426,-73.8178296572,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,1029.0
34-65 192 STREET,25.0,25Q025 ,Q,4.0,QUEENS,718-358-1563,25,"06,07,08,SE",Q025,1.0,MARYELLEN BEIRNE,718-961-3480,I.S. 025 ADRIEN BLOCK,Junior High-Intermediate-Middle,NY,11358,POINT (-73.78969614451373 40.76530195208132),40.7653019521,-73.7896961445,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,856.0
195-02 69 AVENUE,26.0,26Q026 ,Q,4.0,QUEENS,718-464-4644,26,"PK,0K,01,02,03,04,05,SE",Q026,1.0,DINA KOSKI,718-464-4505,P.S. 026 RUFUS KING,Elementary,NY,11365,POINT (-73.77800919346588 40.73661996840911),40.7366199684,-73.7780091935,30.0,31.0,31.0,4.51473296501,4.38546458142,4.42870285189,4.72493100276,4.15009208103,4.81876724931,9.88463862698,10.0,676.0
109-10 47 AVENUE,24.0,24Q028 ,Q,4.0,QUEENS,718-271-2576,24,"PK,0K,01,02,SE",Q028,1.0,Laura Pessutti,718-271-4971,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTE,Early Childhood,NY,11368,POINT (-73.85448134846919 40.74702078019222),40.7470207802,-73.8544813485,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,545.0
125-10 23 AVENUE,25.0,25Q029 ,Q,4.0,QUEENS,718-461-6812,25,"PK,0K,01,02,03,04,05,SE",Q029,1.0,Jennifer Jones,718-886-5111,P.S. 029 QUEENS,Elementary,NY,11356,POINT (-73.84316067748816 40.77834456196688),40.778344562,-73.8431606775,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,769.0
211-45 46 ROAD,26.0,26Q031 ,Q,4.0,QUEENS,718-423-8303,26,"PK,0K,01,02,03,04,05,SE",Q031,1.0,TERRI GRAYBOW,718-423-8288,P.S. 031 BAYSIDE,Elementary,NY,11361,POINT (-73.76896591800943 40.75758903327594),40.7575890333,-73.768965918,30.0,31.0,31.0,4.51473296501,4.38546458142,4.42870285189,4.72493100276,4.15009208103,4.81876724931,9.88463862698,10.0,544.0
171-11 35 AVENUE,25.0,25Q032 ,Q,4.0,QUEENS,718-358-1622,25,"PK,0K,01,02,03,04,05,SE",Q032,1.0,Debra Errico,718-463-3747,P.S. 032 STATE STREET,Elementary,NY,11358,POINT (-73.79419340601601 40.76504256130778),40.7650425613,-73.794193406,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,964.0
91-37 222 STREET,29.0,29Q033 ,Q,4.0,QUEENS,718-464-7588,29,"0K,01,02,03,04,05,SE",Q033,1.0,ERICH WAGNER,718-465-6283,P.S. 033 EDWARD M. FUNK,Elementary,NY,11428,POINT (-73.73470231244151 40.72703874796832),40.727038748,-73.7347023124,25.0,26.0,26.0,4.44911690496,4.25356842989,4.28991596639,4.69495798319,4.21596638655,4.72268907563,8.61909274054,8.56385868669,1053.0
104-12 SPRINGFIELD BOULEVARD,29.0,29Q034 ,Q,4.0,QUEENS,718-464-9073,29,"PK,0K,01,02,03,04,05,SE",Q034,1.0,PAULINE SHAKESPEARE,718-465-6818,P.S. 034 JOHN HARVARD,Elementary,NY,11429,POINT (-73.73772258110802 40.71107840136052),40.7110784014,-73.7377225811,25.0,26.0,26.0,4.44911690496,4.25356842989,4.28991596639,4.69495798319,4.21596638655,4.72268907563,8.61909274054,8.56385868669,570.0
191-02 90 AVENUE,29.0,29Q035 ,Q,4.0,QUEENS,718-217-4314,29,"PK,0K,01,02,03,04,05,SE",Q035,1.0,MARK DEMPSEY,718-465-6820,P.S. 035 NATHANIEL WOODHULL,Elementary,NY,11423,POINT (-73.76904111732762 40.71366793920635),40.7136679392,-73.7690411173,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,654.0
187-01 FOCH BOULEVARD,29.0,29Q036 ,Q,4.0,QUEENS,718-723-6928,29,"0K,01,02,03,04,05,SE",Q036,1.0,LYNN STATON,718-528-1862,P.S. 036 SAINT ALBANS SCHOOL,Elementary,NY,11412,POINT (-73.76389301432759 40.69121608838937),40.6912160884,-73.7638930143,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,487.0
179-37 137 AVENUE,29.0,29Q037 ,Q,4.0,QUEENS,718-949-0887,29,"PK,0K,01,02,03,04,05,SE",Q037,1.0,BEVERLY MITCHELL,718-528-5399,CYNTHIA JENKINS SCHOOL,Elementary,NY,11434,POINT (-73.75867512921316 40.67610074137684),40.6761007414,-73.7586751292,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,547.0
